,index,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,youtube_id
9281,9281,7eb1BnyCPyL9fkYv88fYuD,4 Minutes Of Hell Pt. 3,G Herbo,0,0c6aQl03frRc63LH9cDJW7,Welcome to Fazoland,2014-08-19,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.401,0.833,1,-5.919,0.377,0.0922,0.0,0.193,0.318,142.631,274555,MHQ4y-ppSZ0
9282,9282,0E5loSIAWRO56lW9X6r4mc,Rich N**ga Timeline,Migos,30,0ty5iwaiepWlGq8g0DKtEy,Rich Ni**a Timeline,2014-11-05,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.731,0.61,1,-6.758,0.276,0.142,0.0,0.187,0.271,145.618,326878,763jQu0B2VM
9283,9283,4yBnlvlr9yArcdbpnwNjSq,Mula (feat. 3 Glizzy),Shy Glizzy,25,5c5E0KWjcoZfSzkTaZNq0X,Young Jefe,2014-02-17,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.807,0.521,5,-7.68,0.281,0.00213,0.0,0.143,0.384,140.052,185587,-iWCBiv7d9k
9284,9284,6AakzlXIJkSzKCIllG4gdf,Black Connection,Camp Lo,34,21EglTSwzUorpiXpMBNW2E,Uptown Saturday Night,1997-01-28,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.566,0.834,7,-6.839,0.3,0.0604,0.0,0.283,0.361,84.033,247133,pf-1LYFETyM
9285,9285,1jk9c0gZI0wbn5GvAj7PBV,Check,Young Thug,65,0BsMZIueWsJLWng8A7sE8e,Barter 6,2015-04-16,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.667,0.581,0,-5.164,0.323,0.0428,0.0,0.183,0.368,110.953,230693,p0x6FEDV-ig
9286,9286,1Ndea4q4NHIqwx0KaMnzBp,Round Hear,La Capone,0,2CHMeyqgqvIFfaAKYUCdC7,Separate My Self,2014-04-25,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.427,0.686,4,-12.327,0.442,0.076,0.0,0.575,0.601,138.997,192052,tndsA-Di0j0
9287,9287,33ZXjLCpiINn8eQIDYEPTD,"Shook Ones, Pt. II",Mobb Deep,73,1cCAb1vN8uUsdfEylVmTLs,The Infamous,1995-04-25,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.763,0.786,10,-6.472,0.229,0.0146,0.0114,0.0817,0.504,93.857,325507,yoYZf-lBF_U
9289,9289,1RkOJtrrYNeF5DLVtx0CG4,Kobe,Chief Keef,46,6VML3yX1WR5pXtg6fmwdzZ,Finally Rich (Deluxe),2012-01-01,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.853,0.769,1,-5.95,0.217,0.0502,0.0,0.304,0.694,136.045,211787,ossSWj17Jnk
9290,9290,28LskEUYL0n7iMmPf4I2Cg,Trylogy,Kurupt,25,7kQHV1Onzl869swTQVHVqQ,Tha Streetz Iz A Mutha (Digitally Remastered),2012-10-24,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.527,0.754,0,-8.255,0.621,0.53,0.0,0.181,0.407,69.206,135507,EW-uwNivPvw
9291,9291,1RjU7UhRICmdFPKxCucLgq,Hell on Earth (Front Lines),Mobb Deep,66,6BWf3fxsgSDhES4Cm4oyy5,Hell On Earth (Explicit),1996-11-19,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.875,0.658,0,-3.641,0.359,0.275,0.0,0.122,0.661,92.039,274093,-lonWMzBKdU
9293,9293,6G7cu4Xk2u5HXdJLL8SKmG,So Much Pain,S.A.S,1,7BGvXV1vnP9kxgkTZwvsro,Regal Rap EP,2014-09-29,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.551,0.883,1,-5.919,0.0913,0.118,0.0,0.109,0.2,79.991,241000,J6hQ4dBCkEo
9294,9294,3xv229qX6gFRYgplFCTKBl,Paparazzi - Live,Xzibit,40,2LmMWr541k3mm7ZFTngOGG,At The Speed Of Life,1996-11-08,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.675,0.642,8,-10.237,0.351,0.856,0.0164,0.176,0.568,92.397,236307,svBG43IGQyw
9295,9295,665oXME7uvJTGulIxuKkjQ,Shout,S.A.S.,2,18v2sEARYxOc49x2ktWVWs,Galaxy Fly,2013-12-02,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.277,0.84,8,-6.511,0.493,0.114,0.0,0.0839,0.193,197.24,189960,0n8e41LcVOQ
9296,9296,13ZiA95houLXuLxkbwghQ1,Gang,Lil Reese,22,4VHoYD1Hj0rCxzL8ZtL5fo,Supa Savage 2,2015-06-30,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.658,0.491,10,-13.516,0.249,0.812,9.78e-05,0.333,0.229,110.044,154667,RSCYUrQMtX4
9297,9297,3CSSmxsS9qYQ0zd5W0bfpD,Gangster Trippin,Fatboy Slim,44,2ELLu16F9TTREQuU4OuAnN,You've Come a Long Way Baby,1998-10-19,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.714,0.862,1,-8.623,0.0722,0.0362,0.00315,0.148,0.782,101.75,320053,3k1comdW1Ig
9298,9298,722tgOgdIbNe3BEyLnejw4,Black Skinhead,Kanye West,75,7D2NdGvBHIavgLhmcwhluK,Yeezus,2013-01-01,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.766,0.821,1,-6.124,0.268,0.00112,0.0,0.168,0.299,130.073,188013,LXeQ6bmV7oU
9302,9302,2ACys0pX0SjmpQmQWzp7wt,Jersey,Future,62,1ozpmkWcCHwsQ4QTnxOOdT,What A Time To Be Alive,2015-09-20,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.758,0.526,5,-10.81,0.255,0.509,0.000467,0.0913,0.312,146.054,188703,CDvn9e9r2Bc
9303,9303,1FvU97lrWOG2NRxErh6OZz,Bad and Boujee (feat. Lil Uzi Vert),Migos,61,3tWaxq6QGN4jkrrXHcvNBA,Bad and Boujee (feat. Lil Uzi Vert),2016-10-28,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.897,0.661,8,-6.2,0.27,0.0633,0.0,0.116,0.193,127.081,334467,S-sJp1FfG7Q
9305,9305,1AI5EqOqDVmOKAn13cGx92,Que Passa Amigo,Tropkillaz,38,0cik460SaI0g1olHVvUp16,Que Passa Amigo,2015-10-30,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.701,0.844,9,-7.366,0.0473,0.00917,0.19,0.113,0.0883,100.007,219025,ewsQzFbH6_Q
9306,9306,4gmtKUjYw3JuuujVUwReiN,Mutant Brain,Sam Spiegel,0,0El44GWelAsA0K93a2GRQC,Mutant Brain,2016-08-26,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.706,0.947,1,-4.654,0.182,0.0176,0.598,0.0529,0.298,99.976,202933,XAp6w9hTAqk
9307,9307,4a87wpeqAcOv03pYihEzku,Broccoli (feat. Lil Yachty),DRAM,56,6ZXHGBMAPVpVKtIirvWRzq,Broccoli (feat. Lil Yachty),2016-09-05,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.886,0.525,8,-7.39,0.131,0.236,0.0,0.057,0.708,145.99,225205,K44j-sb1SRY
9308,9308,6iDsVm1jiN7dQe20LdNRqn,Cheerleader (Ricky Blaze Remix),OMI,29,5I3nqfitvWj6F5MAwAsZo4,Cheerleader (Remixes),2014-04-08,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.733,0.716,1,-6.035,0.117,0.0031,1.58e-06,0.077,0.923,133.261,183110,wqGAbPa7qYw
9309,9309,4sCZ2LmuagLxTz1xBoERLG,Banaan - (Bigger Better Anthem),Jebroer,41,5d7zoJZ0343JDNHrRa3385,Banaan (Bigger Better Anthem),2015-06-30,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.768,0.922,9,-1.647,0.34,0.169,9.04e-06,0.0839,0.806,154.953,229350,MRQhdlbN2ok
9310,9310,6zxduHMczryEbhZ5NGyiPU,Let Me Clear My Throat - Old School Reunion Remix '96,DJ Kool,2,71fWUV0IbjRkrDfT6JX51P,Let Me Clear My Throat,1996-01-01,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.697,0.903,7,-7.151,0.272,0.168,0.0,0.38,0.561,102.733,290160,gpJjyfU-ibg
9311,9311,0WbC8ZtigbvR3AgFtk0HPd,Niykee Heaton (Fawks Remix),Brewski,15,71a7yyXpYZ3INkUgZVZ87D,Niykee Heaton,2016-03-18,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.77,0.849,10,-4.844,0.0483,0.0104,1.61e-06,0.354,0.621,127.998,277465,nXMdR4zQG_4
9312,9312,1kfGkqNAGpiPGfst4Ln7m6,Niggas In Paris (Remade Instrumental Originally Recorded By Jay-Z & Kanye West),Niggas In Paris Instrumental,26,7F5f7faQJ683WX4q81oBqN,Niggas In Paris (Remade Instrumental Originally Recorded By Jay-Z & Kanye West) - Single,2011-12-25,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.834,0.22,0,-16.99,0.412,0.167,0.0748,0.335,0.887,139.115,158826,Wj_mC1iG2yw
9313,9313,4h6omEIukDMaWJpM70XEHG,Roll the Bass,Major Lazer,0,4DOcG4A40Wf3q2vPNGQwQg,Peace Is The Mission,2015-06-01,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.573,0.941,1,-3.593,0.0483,0.0254,0.000291,0.182,0.624,150.045,226000,E5kJDWQSBUk
9314,9314,5XJJdNPkwmbUwE79gv0NxK,Gold Digger,Kanye West,17,4GRDFQ9HRoO0by8H0r2a3I,Late Registration,2005-01-01,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.646,0.696,1,-5.572,0.342,0.0192,0.0,0.0762,0.625,92.88,207401,6vwNcNOTVzY
9315,9315,1OxQ2XVu33ncQTboznnLNe,Bashment,Ape Drums,35,4vDZsq9nD869oy6m6PySlQ,Bashment,2014-03-04,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.903,0.791,4,-3.026,0.272,0.0401,0.293,0.0638,0.385,104.953,155637,zC9okWm8A6o
9316,9316,3lyeSiAIdLoZUHhV8psOTI,Feed Me Dope,Future,56,187UNqZ7MX3neMYkkevmdm,SUPER SLIMEY,2017-10-20,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.853,0.688,8,-6.509,0.296,0.0118,0.0,0.151,0.565,150.012,166693,FFZljiPZcRg
9319,9319,376KnY4TrgBITxjlnbnmIy,Cut It (feat. Young Dolph),O.T. Genasis,63,7eDoi7vptEy8I1bYfnoroH,Cut It (feat. Young Dolph),2015-09-25,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.875,0.673,7,-4.184,0.0932,0.135,0.0,0.292,0.231,130.0,222600,qMwcsIY1GYE
9321,9321,5StUs128KSibE16fxntBSL,Kanye West (feat. Wyclef Jean),Young Thug,52,7EpUpNUkkEGnaCvkcn1j4H,JEFFERY,2016-08-26,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.851,0.614,5,-6.668,0.1,0.046,0.0,0.0716,0.429,107.971,342720,wAhNZO7Fwd0
9322,9322,2pBzr1GZRIQPfgsccD6H11,What Money About,Bankroll Mafia,17,7u8gK6NJ39Wyhm1IQAe979,Bankroll Mafia,2016-04-22,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.876,0.587,7,-5.035,0.0953,0.036,0.0,0.145,0.128,129.993,236627,fwh2AuenjZg
9323,9323,3zlXiQYeJJh3BN4up7zSFb,Take That,The Game,0,2tw00fN0LLcUbek8uPI8IT,Blood Moon: Year Of The Wolf,2014-11-14,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.762,0.545,9,-7.248,0.0432,0.0919,6.02e-05,0.176,0.411,99.029,184280,t9WJ0HjFUqM
9324,9324,4B0tKXJguUl5YqW5wDcjNe,Came To Do,Chris Brown,2,4yOWnTrCkOOpl4IiVnpj3H,X (Deluxe Version),2014-09-12,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.745,0.637,8,-4.946,0.0439,0.0206,0.0,0.0721,0.531,97.955,228400,uuVwjG1eRh4
9325,9325,2Vf2Pflg5rTWSvSCK4qq4A,Privacy,Chris Brown,63,0nw71bvTpWAQR0BkgAwYIP,Privacy,2017-03-24,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.741,0.58,0,-7.741,0.378,0.153,0.0,0.109,0.428,97.092,220964,Fq0xEpRDL9Q
9327,9327,6j5p0dV2ljXjbp7PPRcVDI,Pyramid Schemes,BOARCROK,10,69iJTDd5u7YRaCVz7tQGgT,Music by World of Dance Session One,2015-08-14,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.612,0.987,6,-3.029,0.128,0.000915,0.873,0.824,0.412,160.057,199714,vUKWD0cVGns
9328,9328,3kfxarilcBr81mb2hmZLeh,Needed Me,Rihanna,14,2hNdpum500dG6mDXs87nbc,ANTI,2016-01-28,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.671,0.314,5,-8.091,0.244,0.11,0.0,0.0825,0.296,110.898,191600,wfN4PVaOU5Q
9329,9329,6ZpR2XFuQJSHAQwg9495KZ,Mind (feat. Kai),Jack Ü,65,6bfkwBrGYKJFk6Z4QVyjxd,Skrillex and Diplo present Jack Ü,2015-02-24,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.502,0.777,1,-4.627,0.0934,0.117,2.91e-06,0.0957,0.356,174.153,242069,fDrTbLXHKu8
9331,9331,2Kt9BxrGKoFF9QPueruRe5,Forbes (feat. G-Eazy),Borgore,44,3MlXIxaFEFTHQ01T0E025d,Keep It Sexy - EP,2015-10-02,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.747,0.782,8,-4.326,0.283,0.0223,0.0,0.0902,0.501,113.99,206316,DxA9tqTDL_w
9332,9332,7tk5tOCj84jine8kKJkPYs,Memo,Young Thug,57,2z4c8M8aVzl7CTobIp36KF,Slime Season 3,2016-03-25,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.823,0.564,1,-6.617,0.116,0.151,0.0,0.122,0.348,131.988,195413,mEzRQYDVD_4
9334,9334,0Y0TOsE1q11qgbi7c5WZsG,R.I.C.O. (feat. Drake),Meek Mill,71,2O3OKOYCub892PUGprsaQo,Dreams Worth More Than Money,2015-06-29,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.727,0.599,1,-6.941,0.327,0.317,0.0,0.219,0.386,167.909,197133,EgRrxFsX538
9336,9336,78zC6abUHZ9ntpqLXMqrmo,THat Part,ScHoolboy Q,2,1EvvUDj0DKb0O3Dzxx4h4V,Blank Face LP,2016-07-08,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.923,0.516,6,-7.617,0.0909,0.0799,0.0,0.137,0.328,112.973,313573,uQ_DHRI-Xp0
9337,9337,2czVL8mpPBuawijIYf3vQ8,Champions League,Krept & Konan,0,7n7NgiMxMFj2KhwW9OfaXr,7 Days,2017-10-20,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.768,0.563,9,-7.439,0.403,0.211,0.0,0.356,0.461,89.916,272280,mleWN6WZsLc
9341,9341,6k2900NjJeVqZM55G3Danu,Bum Bum Tam Tam,MC Fioti,71,1E6aIrYOcysBusmGfm2Pcm,Bum Bum Tam Tam,2017-12-15,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.898,0.699,1,-3.781,0.112,0.336,8.61e-06,0.232,0.64,131.99,213989,_P7S2lKif-A
9342,9342,5n4dO69Wl6XPJVaXe9eFIK,Games,THIEVES,19,29BKHjTie5mPc6wgbBrRx1,Anarchy EP,2018-01-12,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.648,0.833,6,-5.083,0.0533,0.169,0.0,0.0787,0.475,114.053,189474,6OAGUVCHv8U
9344,9344,6ccps4WlASrRe1qPHZ9tDt,Play for Keeps (feat. La Capone),Rondonumbanine,44,3xv1ufZZPjKJVoNtqv4V9v,Rn4l,2013-10-31,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.665,0.442,11,-12.695,0.37,0.145,0.0,0.196,0.62,144.124,205505,WkfaYTa87GA
9345,9345,6Q8Kun3iyWdIZvwmrrfMxe,Last Night In LA - Konan Freestyle,Krept & Konan,0,7n7NgiMxMFj2KhwW9OfaXr,7 Days,2017-10-20,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.721,0.675,10,-8.187,0.491,0.451,0.0,0.686,0.5,92.78,189573,hbDFJRHnau8
9346,9346,4Y42w1JJaLzCC1XGbxGjGc,How We Move (feat. King L),Lil Bibby,0,0JXk3OhiZBaYQaFhg06rFg,Free Crack,2014-12-08,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.587,0.497,2,-9.547,0.204,0.00127,0.0,0.287,0.137,70.141,219652,_BPvvPSCXNw
9347,9347,7vgNGxchhqDQWjKjLPTPro,Abusadamente,MC Gustta,65,0KbY8slBvLSmMxeiSHxKEp,Abusadamente,2017-07-25,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.685,0.648,11,-3.536,0.149,0.812,0.0019,0.21,0.389,122.599,215938,Jy93WgiXtzo
9348,9348,5mQuoUruo18S4KcXRiTwos,Iggy SZN,Iggy Azalea,0,5QsMW17NknBSSZqCZ3siwc,Iggy SZN,2014-10-20,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.953,0.736,1,-4.784,0.278,0.00502,8.01e-05,0.069,0.369,105.025,200854,PTN6UzGAo00
9349,9349,2DM9JVZY1Kl2bvxWE2ifqE,#Twerkit,Busta Rhymes,0,1zo53fqT2AdXwAfTPzyt8u,#TWERKIT,2013-01-01,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.584,0.917,6,-4.326,0.49,0.152,4.61e-06,0.442,0.652,149.704,231320,hsm4poTWjMs
9350,9350,75FDPwaULRdYDn4StFN2rT,Bartier Cardi (feat. 21 Savage),Cardi B,59,3HnoQ7RGzU3o4CIGlKsNsF,Bartier Cardi (feat. 21 Savage),2017-12-22,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.909,0.546,8,-7.513,0.175,0.000704,0.000823,0.36,0.0986,138.043,224613,hXnMSaK6C2w
9351,9351,2rKXzis3tBuNQQojmCldkv,Bad Man,Missy Elliott,42,6vV5UrXcfyQD1wu4Qo2I9K,The Cookbook,2005-07-04,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.84,0.747,4,-9.112,0.435,0.481,1.55e-05,0.104,0.405,120.848,312333,l8Vl8V2Ntco
9352,9352,20c8kwM60klIrU9LIYNv0X,Boy Oh Boy,Good Times Ahead,54,4c7lxBZCbR8SQsoVvO2lCb,Random White Dude Be Everywhere,2014-07-29,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.539,0.954,1,-3.054,0.12,0.00224,0.835,0.0623,0.389,129.956,174399,sSpkCPTd-Cs
9353,9353,5hlWtrnVUyAze5WkxF9P56,Rude Boy,Rihanna,12,0lpi9UvopEQr9sVpFVv52w,Rated R,2009-11-20,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.563,0.75,11,-4.496,0.127,0.113,0.0,0.0788,0.812,173.906,222920,e82VE8UtW8A
9354,9354,2J9jt3JJXCt6SR7MxLcME7,Evil Ways (Justice Mix),Blues Saraceno,51,1l4PX6Y6u9YlzW84kNCZVk,Dark Country,2015-02-27,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.247,0.63,7,-6.615,0.0403,0.0444,0.00911,0.103,0.318,72.506,206720,7lzZ-tGKKzU
9355,9355,4gUteMcpbt8S7PMc5Wy6uS,Missile,Dorothy,54,5AYoffF42E0cgDuuNgzYir,ROCKISDEAD,2016-06-24,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.528,0.448,0,-6.408,0.0261,0.0121,0.0204,0.158,0.668,145.989,204225,LQYZFca0eLU
9356,9356,3mMLNYqksF82jffNPJseaz,Wicked Games,The Hot Damns,49,78gd78w8hlWiSjuLaqrpm7,The Hot Damns,2014-07-17,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.484,0.543,7,-5.62,0.0268,3.75e-05,1.45e-05,0.108,0.638,84.975,193765,pAmZ7cB9BzM
9357,9357,6hKpIzJWHQduwojjkWG8zt,Ready Set Let's Go,Sam Tinnesz,59,6g0aQxrq5HuzJUr2h3lmXW,Ready Set Let's Go,2016-05-20,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.445,0.67,11,-4.973,0.0328,0.117,0.0,0.0595,0.378,74.049,216143,50stcfV5fmA
9358,9358,7ISL3LO8AWP3fKIXunvqTa,Joker And The Thief,Wolfmother,66,5ywynDHLHT3l8QSu41TcmC,Wolfmother,2006-01-01,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.264,0.78,0,-2.741,0.0517,0.0452,0.0222,0.376,0.456,155.376,280467,Nr0SqIAFohk
9360,9360,58VTMFtsoe0E0vSX1pV03h,Blame It on the Boom Boom,Black Stone Cherry,57,5VppVyy751PTQWrfJbrJ4H,Between The Devil & The Deep Blue Sea (Special Edition),2011-01-01,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.574,0.889,10,-3.44,0.0524,0.00207,1.12e-05,0.0333,0.784,116.007,189133,ccN3-9QQB48
9361,9361,5jddjli3YTIxueb3xFdLaA,Down To The Bottom,Dorothy,54,6QRQuIulSyoqOlNGJGLkmG,Down To The Bottom,2017-05-05,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.613,0.608,11,-5.429,0.0263,0.0147,0.0,0.245,0.523,87.467,152468,obR-9gfmkQY
