,track_popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
7111,33,0.757,0.587,2,-7.832,0.0685,0.604,3.04e-05,0.0935,0.657,119.695,180886
7112,46,0.459,0.88,1,-6.932,0.0589,0.000425,3.05e-05,0.108,0.414,154.043,204935
7113,63,0.635,0.679,1,-7.374,0.0861,0.0375,0.0,0.0954,0.239,117.867,182901
7114,62,0.708,0.687,1,-7.084,0.038,0.0022,0.145,0.133,0.439,117.976,249379
7116,35,0.403,0.86,6,-4.252,0.0649,0.0542,0.000349,0.13,0.311,176.0,215353
7117,9,0.63,0.656,0,-7.963,0.044,0.109,0.000123,0.258,0.61,80.004,239500
7118,41,0.441,0.88,4,-5.848,0.0439,5.57e-05,0.000432,0.382,0.627,152.775,194731
7119,33,0.768,0.406,4,-8.578,0.0747,0.49,6.68e-06,0.105,0.513,87.984,186642
7120,27,0.716,0.516,1,-9.072,0.0261,0.00107,0.000331,0.331,0.322,117.051,153320
7121,24,0.633,0.832,10,-6.572,0.0387,0.0134,0.000164,0.116,0.198,109.983,194119
7122,20,0.633,0.844,0,-3.933,0.0848,0.0684,0.0,0.191,0.755,149.893,187350
7126,28,0.68,0.871,1,-4.691,0.0682,0.139,0.0,0.0925,0.834,114.052,200363
7127,47,0.58,0.746,10,-5.704,0.04,0.00948,6.76e-05,0.11,0.548,97.008,201953
7128,21,0.608,0.883,11,-4.845,0.0315,0.0619,0.0692,0.152,0.611,129.987,237546
7130,8,0.618,0.837,1,-5.338,0.0304,0.000254,0.000378,0.0618,0.526,121.227,248336
7131,34,0.691,0.875,6,-4.573,0.035,0.0275,7.68e-05,0.0891,0.821,123.998,208267
7132,56,0.827,0.491,11,-7.305,0.1,0.0579,8.68e-05,0.292,0.647,93.019,237787
7134,59,0.676,0.654,5,-5.229,0.0373,0.292,1.08e-05,0.137,0.563,80.003,268461
7135,47,0.736,0.421,0,-9.469,0.05,0.396,0.00262,0.0875,0.496,75.013,271800
7137,73,0.744,0.642,2,-4.6,0.031,0.115,3.95e-05,0.279,0.63,94.988,256267
7138,25,0.641,0.842,9,-7.27,0.0292,0.132,0.91,0.419,0.5,129.98,278769
7139,40,0.745,0.632,11,-4.699,0.3,0.427,0.0,0.111,0.808,101.977,189858
7140,33,0.682,0.79,0,-4.058,0.0313,0.0533,3.87e-06,0.251,0.222,123.049,176675
7143,40,0.63,0.889,8,-3.863,0.0441,0.0883,0.0,0.107,0.693,132.033,178053
7146,49,0.667,0.783,0,-5.885,0.0361,0.0606,1.17e-06,0.0418,0.564,117.145,250120
7147,93,0.676,0.609,2,-5.831,0.481,0.0706,0.0,0.152,0.508,142.037,237735
7154,98,0.896,0.586,10,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971,196653
7162,73,0.699,0.503,5,-9.922,0.0882,0.391,0.0126,0.0996,0.0546,114.86,220853
7163,91,0.881,0.457,7,-8.191,0.156,0.0327,0.0,0.231,0.296,136.97,198913
7169,81,0.823,0.552,4,-7.57,0.324,0.0174,0.0,0.122,0.418,124.038,205760
7171,64,0.804,0.641,10,-6.2,0.261,0.0313,0.0,0.148,0.576,154.967,174640
7172,93,0.769,0.787,11,-3.909,0.367,0.189,0.0,0.129,0.836,126.77,159715
7178,60,0.656,0.566,0,-9.501,0.339,0.0125,0.0,0.0655,0.563,137.215,199992
7179,71,0.756,0.747,9,-5.407,0.046,0.0048,0.00536,0.588,0.0687,134.935,200947
7180,90,0.736,0.369,9,-9.682,0.0688,0.334,0.0,0.126,0.235,140.005,222997
7186,87,0.802,0.591,8,-4.895,0.225,0.0104,0.0,0.196,0.309,139.864,157712
7189,86,0.816,0.582,8,-4.141,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,136366
7190,63,0.848,0.699,5,-5.425,0.157,0.0401,0.0,0.148,0.535,150.024,135507
7191,88,0.882,0.602,11,-5.554,0.245,0.0177,0.0,0.178,0.43,142.959,183011
7195,80,0.826,0.635,5,-5.181,0.212,0.102,0.0,0.245,0.808,119.954,224916
7196,84,0.778,0.573,10,-7.339,0.251,0.015,0.0,0.464,0.269,140.114,198849
7198,82,0.802,0.82,10,-5.969,0.146,0.0579,0.0,0.149,0.613,164.005,172196
7200,83,0.83,0.564,1,-7.822,0.235,0.177,0.0,0.128,0.107,85.042,129882
7203,83,0.831,0.499,11,-8.442,0.114,0.269,0.0,0.3,0.511,97.956,220487
7204,88,0.768,0.652,1,-2.708,0.307,0.113,0.0,0.107,0.777,154.187,144935
7207,82,0.823,0.476,7,-8.951,0.242,0.0115,0.0,0.213,0.353,144.998,174067
7211,81,0.907,0.765,4,-7.043,0.426,0.0512,0.0,0.153,0.896,142.992,188048
7212,56,0.846,0.716,1,-5.516,0.236,0.00101,0.0,0.244,0.213,98.005,127347
7213,92,0.656,0.614,6,-4.973,0.102,0.558,0.000862,0.215,0.35,128.038,153750
7222,80,0.732,0.627,4,-5.693,0.161,0.346,0.0,0.261,0.332,81.481,135460
7223,74,0.803,0.709,10,-8.164,0.327,0.0352,0.0,0.122,0.54,139.877,140591
7224,73,0.876,0.847,2,-3.574,0.232,0.00335,0.0,0.293,0.882,134.963,164754
7225,84,0.876,0.733,10,-4.478,0.333,0.0208,0.0,0.0999,0.962,154.904,148630
7228,77,0.79,0.88,7,-1.983,0.376,0.324,0.0,0.0829,0.857,175.013,198694
7229,89,0.559,0.491,2,-6.406,0.0346,0.0567,0.0,0.0992,0.114,153.131,244874
7237,83,0.687,0.449,2,-10.061,0.154,0.109,0.0,0.282,0.229,142.048,199437
7240,83,0.741,0.87,6,-3.494,0.503,0.00813,0.0,0.114,0.663,184.194,254723
7246,70,0.762,0.372,10,-11.26,0.174,0.165,0.0,0.139,0.315,79.037,195190
7247,79,0.512,0.623,9,-6.553,0.0808,0.0187,0.0,0.13,0.219,112.15,183589
7249,75,0.903,0.636,10,-4.313,0.205,0.635,0.0,0.0866,0.308,137.993,154000
7252,52,0.744,0.709,0,-5.359,0.101,0.275,0.0,0.126,0.72,89.969,141333
7253,73,0.849,0.62,4,-5.921,0.0589,0.00252,0.000283,0.113,0.481,96.005,165375
7254,78,0.799,0.698,9,-5.947,0.169,0.125,0.0,0.0778,0.799,121.998,254963
7256,82,0.568,0.764,5,-3.465,0.255,0.217,0.0,0.0931,0.625,179.985,160720
7259,72,0.917,0.494,1,-5.772,0.085,0.0393,0.0,0.194,0.341,143.048,208976
7260,73,0.814,0.661,0,-6.453,0.356,0.186,0.0,0.163,0.474,139.956,168307
7261,76,0.548,0.805,7,-5.732,0.351,0.212,0.000389,0.408,0.648,142.094,216387
7264,77,0.902,0.608,11,-6.238,0.27,0.000456,0.0,0.0621,0.836,84.001,160742
7266,83,0.75,0.789,2,-4.578,0.108,0.253,0.0,0.129,0.673,147.957,157133
7268,54,0.846,0.472,6,-9.833,0.0402,0.031,0.752,0.0941,0.533,132.043,196364
7269,53,0.764,0.438,10,-8.76,0.0614,0.241,0.912,0.106,0.951,173.968,149016
7270,33,0.733,0.244,11,-10.458,0.0636,0.538,0.345,0.58,0.346,90.53,89933
7271,56,0.525,0.729,6,-5.085,0.328,0.339,0.000494,0.538,0.842,81.634,195333
7272,56,0.808,0.245,2,-11.114,0.0519,0.177,0.609,0.706,0.583,87.213,188053
7273,44,0.61,0.341,7,-11.056,0.0499,0.179,0.807,0.113,0.69,146.005,124932
7274,65,0.811,0.429,0,-11.503,0.0789,0.468,0.607,0.109,0.646,138.027,139130
7276,43,0.687,0.188,4,-12.43,0.0681,0.687,0.663,0.0931,0.908,168.051,137180
7277,41,0.73,0.219,5,-15.187,0.0515,0.0814,0.858,0.106,0.287,91.007,163963
7278,31,0.614,0.382,9,-11.951,0.0366,0.485,0.962,0.101,0.568,83.114,127229
7279,31,0.74,0.123,8,-10.878,0.0734,0.00163,0.808,0.0827,0.205,90.988,79121
7280,43,0.784,0.196,9,-9.913,0.536,0.879,0.826,0.115,0.641,180.052,176562
7282,35,0.78,0.336,7,-13.902,0.173,0.714,0.448,0.128,0.94,140.118,99455
7283,60,0.473,0.318,8,-13.997,0.0341,0.679,0.865,0.0844,0.113,89.992,184000
7284,47,0.778,0.657,7,-5.02,0.037,0.172,0.616,0.126,0.555,82.988,150362
7285,15,0.611,0.702,0,-6.944,0.0366,0.145,0.176,0.424,0.734,89.999,229407
7286,59,0.693,0.918,7,-8.307,0.088,0.323,0.558,0.392,0.757,176.15,207401
7287,62,0.881,0.561,8,-7.351,0.139,0.333,0.88,0.148,0.801,95.011,156632
7289,50,0.721,0.769,6,-8.095,0.165,0.134,0.651,0.166,0.832,78.99,153418
7290,48,0.683,0.839,10,-9.979,0.129,0.0526,0.842,0.951,0.631,93.915,159419
7291,56,0.52,0.403,4,-13.17,0.274,0.212,0.000528,0.139,0.233,169.471,184000
7292,59,0.661,0.47,7,-5.195,0.0917,0.163,0.329,0.192,0.339,84.024,182857
7293,56,0.75,0.338,4,-9.036,0.0497,0.119,0.835,0.146,0.684,142.069,128451
7294,41,0.665,0.502,6,-8.868,0.0339,0.0138,0.882,0.158,0.286,86.971,153000
7295,44,0.685,0.807,3,-7.691,0.17,0.354,0.0109,0.137,0.56,85.007,150430
7296,40,0.717,0.472,9,-11.145,0.0467,0.787,0.441,0.29,0.786,79.982,156000
7297,49,0.728,0.415,10,-10.938,0.0565,0.951,0.954,0.103,0.349,84.082,102942
7298,52,0.602,0.437,1,-10.426,0.0281,2.22e-06,0.804,0.351,0.298,90.039,144250
7299,54,0.449,0.325,5,-8.762,0.0336,0.808,0.711,0.518,0.0575,82.788,127229
7300,61,0.77,0.67,11,-10.602,0.0762,0.139,0.867,0.101,0.304,99.96,125400
7301,53,0.804,0.372,11,-10.453,0.243,0.495,0.891,0.0944,0.591,166.115,161928
7302,49,0.702,0.439,1,-15.213,0.039,0.0123,0.0813,0.0702,0.651,140.032,120918
7303,54,0.565,0.673,11,-6.503,0.0377,0.481,0.415,0.103,0.0461,89.005,148000
7304,53,0.402,0.366,2,-12.369,0.0503,0.828,0.945,0.34,0.329,75.863,141509
7305,57,0.798,0.503,5,-7.103,0.0541,0.587,0.927,0.114,0.537,82.099,136680
7307,57,0.56,0.364,9,-9.338,0.0959,0.377,0.874,0.0869,0.408,68.457,137143
7308,57,0.547,0.376,5,-9.531,0.0412,0.813,0.868,0.155,0.466,140.674,211150
7309,53,0.683,0.754,10,-6.466,0.0576,0.43,0.591,0.0932,0.646,83.016,143133
7310,57,0.554,0.418,0,-12.004,0.298,0.475,0.689,0.11,0.171,84.001,189250
7311,52,0.526,0.505,1,-9.201,0.112,0.729,0.546,0.106,0.17,76.868,186284
7312,56,0.502,0.15,3,-20.066,0.0364,0.72,0.932,0.109,0.0661,79.978,132000
7313,52,0.914,0.465,5,-14.578,0.0626,0.0828,0.727,0.0988,0.442,112.143,68644
7314,52,0.764,0.38,11,-14.212,0.369,0.753,0.884,0.119,0.634,172.112,122791
7315,56,0.828,0.412,8,-14.672,0.128,0.0844,0.894,0.126,0.19,110.054,114545
7316,52,0.432,0.293,10,-10.994,0.0662,0.885,0.9,0.107,0.468,111.598,106216
7317,56,0.728,0.115,8,-13.056,0.324,0.827,0.882,0.0875,0.7,148.204,102162
7318,51,0.769,0.658,11,-9.37,0.0906,0.201,0.614,0.086,0.686,77.547,198261
7319,51,0.69,0.427,11,-8.114,0.0817,0.0868,0.361,0.116,0.183,77.713,217625
7320,52,0.716,0.236,11,-10.73,0.0579,0.741,0.923,0.145,0.541,79.983,132000
7321,52,0.59,0.427,4,-10.999,0.186,0.476,0.00059,0.352,0.343,118.925,126055
7322,52,0.468,0.519,0,-6.48,0.0843,0.81,0.928,0.279,0.187,87.692,182770
7323,54,0.659,0.486,11,-7.645,0.0486,0.134,0.9,0.154,0.234,172.095,136744
7324,17,0.613,0.317,1,-10.621,0.101,0.747,0.783,0.133,0.553,79.98,150094
7325,50,0.795,0.414,4,-10.718,0.0867,0.813,0.889,0.373,0.657,138.013,132213
7326,51,0.755,0.453,6,-7.334,0.156,0.41,0.00467,0.206,0.236,86.06,158372
7327,51,0.66,0.317,8,-9.809,0.0686,0.651,0.925,0.118,0.291,166.093,119422
7329,58,0.527,0.161,4,-12.223,0.0727,0.845,0.839,0.0973,0.291,162.117,139417
7330,53,0.752,0.461,7,-9.808,0.0841,0.311,0.904,0.116,0.506,160.152,165790
7331,53,0.565,0.427,10,-12.27,0.0454,0.745,0.224,0.0989,0.49,139.813,166587
7332,60,0.409,0.412,6,-12.822,0.0372,0.285,0.699,0.127,0.41,88.009,180000
7335,52,0.549,0.328,1,-8.047,0.259,0.563,0.419,0.127,0.384,136.344,127286
7336,56,0.652,0.42,9,-11.728,0.034,0.0243,0.66,0.0953,0.366,93.984,227500
7337,63,0.771,0.322,6,-12.924,0.258,0.947,0.962,0.293,0.751,79.997,99000
7339,54,0.646,0.538,5,-8.997,0.0639,0.817,0.884,0.0811,0.24,90.022,160674
7340,53,0.532,0.942,8,-5.425,0.0965,0.166,0.182,0.218,0.599,179.825,141333
7341,53,0.647,0.435,0,-8.933,0.0422,0.0884,0.944,0.233,0.72,90.02,153373
7342,12,0.692,0.448,0,-13.417,0.0286,0.772,0.87,0.347,0.533,102.013,190112
7343,52,0.833,0.336,5,-9.683,0.0973,0.827,0.888,0.125,0.61,38.985,157279
7344,52,0.72,0.332,7,-14.059,0.144,0.19,0.307,0.113,0.651,84.035,189661
7345,50,0.675,0.472,1,-10.885,0.0577,0.656,0.88,0.0838,0.615,170.009,130059
7346,50,0.64,0.553,6,-10.941,0.0304,0.0616,0.946,0.115,0.485,129.98,153571
7347,50,0.64,0.427,5,-6.515,0.0972,0.0862,0.56,0.219,0.796,86.134,139535
7348,50,0.78,0.214,5,-9.443,0.161,0.818,0.697,0.126,0.624,86.111,173023
7349,54,0.682,0.147,1,-15.461,0.311,0.283,0.0192,0.133,0.296,85.038,130765
7350,49,0.715,0.489,7,-9.569,0.0454,0.619,0.888,0.153,0.937,144.043,113444
7351,49,0.746,0.197,2,-11.177,0.0548,0.792,0.802,0.0893,0.668,76.989,99693
7352,61,0.931,0.517,4,-8.476,0.105,0.0923,0.821,0.114,0.171,118.021,168814
7354,57,0.471,0.342,11,-12.588,0.371,0.822,0.602,0.224,0.406,174.746,114483
7357,50,0.754,0.299,9,-16.236,0.052,0.579,0.9,0.0475,0.897,143.862,135026
7358,42,0.775,0.0674,7,-13.869,0.273,0.478,0.925,0.113,0.784,88.969,107865
7359,63,0.702,0.277,7,-11.708,0.0466,0.835,0.879,0.121,0.065,87.0,168297
7360,50,0.644,0.388,8,-9.828,0.0572,0.413,0.851,0.0899,0.353,83.031,133013
7361,50,0.804,0.224,1,-13.084,0.425,0.788,0.925,0.103,0.904,174.154,115862
7362,50,0.663,0.665,1,-5.582,0.0364,0.0412,0.892,0.0975,0.778,89.003,151011
7363,50,0.726,0.334,10,-12.843,0.186,0.61,0.887,0.364,0.676,82.066,103240
7364,50,0.8,0.434,5,-9.729,0.131,0.156,0.66,0.544,0.736,86.143,117143
7365,50,0.782,0.44,9,-9.892,0.0564,0.797,0.793,0.401,0.0995,94.002,91915
7366,50,0.492,0.314,7,-14.961,0.281,0.947,0.647,0.208,0.196,83.852,160000
7367,50,0.747,0.0986,5,-17.918,0.11,0.321,0.735,0.104,0.711,144.95,126778
7368,50,0.753,0.443,8,-9.697,0.448,0.948,0.67,0.313,0.73,83.047,57831
7369,51,0.793,0.653,8,-8.52,0.191,0.396,0.851,0.0881,0.476,160.05,147164
7370,58,0.679,0.427,2,-11.273,0.0753,0.621,0.564,0.102,0.301,168.103,166345
7371,52,0.743,0.452,2,-5.638,0.131,0.487,0.872,0.111,0.395,80.049,192375
7372,61,0.779,0.288,0,-11.875,0.0551,0.816,0.903,0.108,0.164,134.992,163500
7373,52,0.638,0.231,7,-12.597,0.0624,0.984,0.935,0.0925,0.229,59.975,150000
7374,53,0.267,0.321,6,-12.369,0.0269,0.883,0.94,0.0871,0.0394,77.204,183146
7375,54,0.729,0.337,7,-15.436,0.06,0.441,0.821,0.122,0.792,162.011,183704
7376,51,0.732,0.321,1,-12.575,0.0768,0.934,0.876,0.111,0.347,144.018,147833
7377,11,0.573,0.177,3,-18.774,0.347,0.922,0.6,0.108,0.312,130.187,169796
7378,52,0.517,0.3,10,-13.716,0.0435,0.693,0.664,0.0664,0.174,122.996,196098
7379,51,0.337,0.19,1,-17.009,0.161,0.929,0.852,0.193,0.0674,79.744,147000
7380,55,0.365,0.457,5,-7.192,0.032,0.202,0.891,0.158,0.0845,121.994,208525
7381,11,0.588,0.166,3,-20.73,0.0408,0.887,0.925,0.111,0.475,57.497,166957
7382,55,0.5,0.16,10,-14.655,0.0899,0.968,0.41,0.31,0.284,75.3,98000
7383,56,0.525,0.176,0,-22.959,0.0935,0.921,0.755,0.0743,0.317,80.389,78565
7384,50,0.546,0.191,0,-21.84,0.0373,0.916,0.922,0.091,0.131,138.143,83513
7385,49,0.66,0.434,7,-9.572,0.0472,0.833,0.915,0.386,0.323,80.163,148000
7386,13,0.533,0.246,9,-16.585,0.0466,0.907,0.894,0.112,0.0886,87.016,145402
7387,58,0.496,0.101,6,-22.118,0.292,0.65,0.684,0.105,0.62,59.551,140140
7388,50,0.661,0.375,11,-10.463,0.249,0.923,0.00981,0.104,0.103,131.636,160568
7389,51,0.533,0.37,7,-12.646,0.0583,0.8,0.945,0.103,0.326,204.637,98888
7390,57,0.595,0.285,11,-14.36,0.0371,0.973,0.946,0.146,0.305,130.021,118154
7391,33,0.211,0.262,4,-11.892,0.0356,0.932,0.972,0.207,0.112,78.263,149500
7392,59,0.812,0.225,5,-12.284,0.334,0.687,0.615,0.078,0.672,83.985,114458
7393,50,0.417,0.645,7,-10.228,0.138,0.931,0.766,0.103,0.202,76.815,74893
7394,11,0.708,0.372,1,-12.721,0.114,0.903,0.974,0.115,0.517,71.789,54656
7395,11,0.734,0.221,5,-16.403,0.318,0.69,0.918,0.11,0.21,125.785,66390
7396,50,0.72,0.169,11,-21.217,0.0569,0.854,0.941,0.118,0.577,119.956,91429
7397,49,0.729,0.266,0,-20.841,0.0995,0.947,0.955,0.131,0.34,144.948,118556
7399,49,0.629,0.277,2,-14.958,0.0783,0.628,0.94,0.0851,0.0398,131.03,117868
7400,65,0.621,0.157,11,-15.226,0.1,0.525,0.82,0.11,0.124,74.992,164800
7401,62,0.557,0.246,8,-11.289,0.0368,0.486,0.904,0.111,0.27,174.063,99310
7402,56,0.662,0.28,7,-18.651,0.0726,0.696,0.881,0.0955,0.132,120.018,166500
7403,53,0.484,0.254,11,-7.54,0.274,0.658,0.909,0.121,0.705,148.463,115200
7404,48,0.602,0.228,4,-17.87,0.0982,0.677,0.918,0.331,0.568,73.975,103784
7405,57,0.644,0.179,4,-11.329,0.0462,0.731,0.912,0.0993,0.19,80.999,121482
7406,52,0.505,0.0671,6,-22.562,0.0705,0.938,0.913,0.131,0.258,72.796,129000
7407,48,0.635,0.304,4,-13.306,0.0405,0.961,0.893,0.103,0.0425,140.004,128957
7409,50,0.636,0.148,8,-13.895,0.0815,0.247,0.748,0.111,0.565,80.96,94815
7410,49,0.772,0.0383,10,-16.941,0.485,0.685,0.731,0.112,0.961,89.058,64719
7411,58,0.667,0.242,5,-17.799,0.066,0.497,0.638,0.11,0.456,80.116,72000
7412,49,0.711,0.387,10,-14.536,0.231,0.937,0.842,0.116,0.598,79.027,85063
7413,57,0.72,0.192,7,-15.78,0.038,0.927,0.96,0.082,0.631,145.911,101956
7414,50,0.612,0.183,6,-15.316,0.113,0.788,0.599,0.108,0.519,69.987,73777
7415,49,0.489,0.349,9,-13.78,0.101,0.855,0.873,0.126,0.188,78.419,69397
7416,56,0.775,0.396,9,-11.987,0.0886,0.381,0.908,0.113,0.63,140.05,113250
7417,48,0.76,0.19,5,-21.736,0.393,0.963,0.738,0.112,0.666,113.012,131681
7418,5,0.77,0.0161,4,-14.233,0.162,0.905,0.914,0.113,0.7,75.047,153600
7419,32,0.638,0.0389,1,-17.75,0.115,0.897,0.849,0.0731,0.48,79.888,174000
7420,53,0.373,0.251,8,-11.354,0.0755,0.97,0.918,0.147,0.054,211.369,150500
7422,50,0.746,0.371,9,-8.226,0.332,0.432,0.423,0.0954,0.488,174.256,97433
7423,51,0.648,0.217,7,-14.142,0.252,0.853,0.604,0.107,0.528,85.999,114500
7424,48,0.645,0.165,3,-19.347,0.164,0.223,0.803,0.164,0.843,80.367,121891
7425,56,0.676,0.202,11,-12.967,0.196,0.944,0.886,0.104,0.751,75.109,80000
7426,47,0.755,0.338,10,-8.574,0.246,0.792,0.906,0.12,0.43,91.045,148365
7427,4,0.729,0.32,11,-7.278,0.0338,0.157,0.905,0.111,0.542,92.0,146070
7428,47,0.756,0.291,2,-13.78,0.169,0.866,0.895,0.116,0.335,75.156,126875
7429,48,0.679,0.45,0,-10.428,0.16,0.748,0.0589,0.101,0.364,80.075,110071
7430,47,0.416,0.423,9,-15.069,0.248,0.97,0.928,0.206,0.41,76.372,111381
7431,6,0.679,0.172,0,-13.146,0.0441,0.754,0.938,0.107,0.223,86.998,66207
7432,53,0.618,0.211,9,-16.41,0.208,0.876,0.849,0.0887,0.142,83.982,85714
7433,49,0.78,0.327,10,-8.763,0.136,0.915,0.689,0.112,0.388,82.027,79024
7434,47,0.799,0.0375,11,-15.162,0.456,0.891,0.928,0.102,0.615,78.132,147716
7435,48,0.809,0.287,5,-8.89,0.0595,0.476,0.839,0.119,0.651,84.0,171451
7436,49,0.738,0.207,11,-13.185,0.273,0.537,0.934,0.112,0.661,80.051,84000
7438,48,0.644,0.318,7,-14.637,0.0973,0.786,0.935,0.128,0.297,89.31,167687
7439,48,0.694,0.124,10,-18.156,0.0493,0.594,0.917,0.111,0.856,152.098,88522
7440,4,0.562,0.377,1,-14.323,0.427,0.818,0.792,0.116,0.12,72.807,102078
7441,47,0.555,0.246,6,-13.867,0.0539,0.793,0.941,0.117,0.364,84.942,56042
7442,47,0.564,0.265,11,-12.867,0.0673,0.883,0.916,0.121,0.344,83.298,95600
7443,53,0.667,0.209,10,-13.383,0.0501,0.922,0.932,0.124,0.664,148.152,84371
7445,47,0.717,0.103,11,-10.601,0.0925,0.587,0.803,0.111,0.39,88.989,86334
7446,54,0.796,0.105,11,-13.837,0.0761,0.248,0.817,0.108,0.922,160.293,100242
7447,49,0.582,0.223,1,-11.915,0.0688,0.766,0.954,0.0658,0.0392,80.093,129000
7448,49,0.872,0.207,10,-14.776,0.425,0.808,0.961,0.114,0.961,77.048,76301
7449,47,0.604,0.291,0,-13.967,0.392,0.798,0.889,0.144,0.111,78.066,110769
7450,47,0.527,0.187,9,-11.717,0.307,0.893,0.919,0.1,0.805,170.397,118933
7451,47,0.42,0.0881,4,-12.717,0.293,0.844,0.214,0.151,0.636,211.644,137195
7452,47,0.589,0.194,5,-13.551,0.0974,0.972,0.873,0.0841,0.474,82.123,163500
7453,46,0.723,0.111,0,-15.101,0.143,0.902,0.857,0.104,0.733,78.986,59600
7454,47,0.683,0.103,9,-12.762,0.0567,0.9,0.308,0.076,0.197,79.99,96000
7455,50,0.826,0.391,0,-10.978,0.498,0.969,0.025,0.114,0.813,79.139,64719
7456,47,0.816,0.216,0,-13.551,0.652,0.456,0.0901,0.151,0.972,75.972,75789
7457,47,0.497,0.345,5,-7.666,0.181,0.962,0.944,0.108,0.669,77.695,108000
7458,47,0.596,0.149,9,-16.955,0.0543,0.955,0.688,0.0868,0.165,98.793,194360
7459,4,0.897,0.386,11,-8.304,0.093,0.3,0.761,0.101,0.79,89.998,77333
7460,47,0.914,0.245,4,-9.504,0.411,0.303,0.482,0.107,0.648,87.992,109091
7461,47,0.393,0.266,9,-15.228,0.0634,0.606,0.926,0.11,0.493,75.523,126340
7462,46,0.728,0.318,6,-12.446,0.0776,0.182,0.951,0.115,0.909,89.748,93000
7463,47,0.665,0.0924,1,-12.477,0.0612,0.752,0.925,0.113,0.679,77.094,115909
7464,54,0.701,0.289,8,-8.422,0.156,0.609,0.826,0.109,0.779,79.986,120076
7465,46,0.422,0.394,1,-7.814,0.0744,0.9,0.954,0.104,0.846,131.103,108492
7466,47,0.684,0.361,11,-7.132,0.15,0.878,0.957,0.108,0.284,85.086,158118
7467,9,0.548,0.302,10,-12.869,0.12,0.752,0.893,0.314,0.546,127.159,77922
7468,53,0.741,0.0753,4,-12.26,0.166,0.243,0.868,0.105,0.308,148.072,156222
7469,54,0.561,0.0644,7,-13.783,0.481,0.197,0.884,0.0932,0.96,130.583,76835
7470,47,0.807,0.265,0,-7.969,0.279,0.0402,0.93,0.0866,0.617,160.369,96592
7471,52,0.727,0.0874,0,-19.549,0.074,0.934,0.935,0.101,0.526,80.966,89330
7472,53,0.696,0.759,0,-8.851,0.158,0.0862,0.00062,0.141,0.895,120.034,194000
7473,67,0.862,0.619,6,-6.645,0.318,0.0434,0.0,0.117,0.512,95.036,174000
7474,61,0.613,0.48,9,-10.079,0.186,0.563,0.0,0.104,0.212,184.006,215217
7475,55,0.662,0.716,11,-7.047,0.0379,0.0107,0.0,0.149,0.385,96.01,169693
7476,49,0.852,0.625,9,-4.747,0.242,0.39,5.1e-05,0.109,0.641,140.003,274424
7477,43,0.805,0.916,2,-6.168,0.118,0.228,0.000321,0.106,0.623,140.009,227963
7478,58,0.634,0.884,6,-6.259,0.334,0.0994,0.0,0.266,0.39,103.973,198857
7479,57,0.663,0.69,11,-4.871,0.266,0.42,0.0,0.11,0.715,129.832,210000
7480,47,0.656,0.562,11,-10.657,0.529,0.322,0.0,0.2,0.609,85.37,155520
7481,47,0.551,0.697,8,-6.411,0.308,0.231,0.0,0.253,0.81,89.161,88000
7482,55,0.789,0.726,5,-8.811,0.208,0.216,0.0,0.343,0.783,86.701,217846
7483,46,0.782,0.893,1,-5.861,0.223,0.0605,0.0,0.216,0.618,148.006,178000
7484,58,0.807,0.674,1,-6.94,0.119,0.0174,6.35e-06,0.061,0.788,94.984,175500
7485,46,0.521,0.9,3,-6.358,0.0623,0.0187,0.0,0.164,0.416,140.044,294961
7486,44,0.787,0.656,11,-10.065,0.39,0.357,7.72e-06,0.369,0.444,114.891,246011
7487,46,0.865,0.875,0,-7.802,0.236,0.386,0.0,0.222,0.393,105.012,150857
7488,39,0.751,0.598,10,-9.836,0.199,0.481,0.0,0.077,0.73,85.934,162647
7489,44,0.74,0.721,1,-6.323,0.177,0.762,0.0,0.0922,0.331,119.956,209507
7490,40,0.483,0.801,1,-6.181,0.471,0.323,0.0,0.179,0.587,81.884,90703
7491,42,0.913,0.763,6,-5.219,0.222,0.142,0.0,0.115,0.313,140.029,168000
7492,46,0.772,0.664,1,-7.664,0.321,0.639,2.7e-06,0.11,0.389,96.204,272747
7493,47,0.706,0.913,11,-3.284,0.139,0.115,0.0,0.256,0.712,149.886,215800
7494,44,0.682,0.851,10,-6.343,0.317,0.214,0.0,0.363,0.821,89.924,196000
7495,54,0.667,0.641,8,-11.009,0.609,0.572,0.0,0.311,0.963,169.968,108827
7496,35,0.754,0.721,10,-5.327,0.123,0.418,0.0,0.155,0.832,95.043,182562
7497,45,0.855,0.68,8,-8.041,0.428,0.0601,0.0,0.0417,0.818,129.842,142163
7498,48,0.559,0.986,7,-2.669,0.239,0.141,0.000134,0.128,0.253,149.974,217715
7499,51,0.744,0.813,9,-7.401,0.154,0.000514,0.0,0.0685,0.149,108.056,182934
7500,54,0.784,0.45,0,-12.473,0.248,0.474,0.0,0.193,0.608,103.01,274892
7501,27,0.731,0.654,1,-6.619,0.0548,0.296,3.47e-06,0.51,0.786,152.918,189804
7502,64,0.766,0.618,11,-8.552,0.124,0.0187,0.000115,0.181,0.513,95.054,140463
7503,35,0.813,0.638,11,-8.12,0.291,0.0492,3.68e-05,0.248,0.622,99.942,298387
